person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
48,40300,MORTGAGE,12.2,MEDICAL,B,20900,5.54,1,0.52,N,3
67,48500,MORTGAGE,4.8,MEDICAL,C,18600,7.92,0,0.38,N,7
40,36500,MORTGAGE,10.7,MEDICAL,C,14100,6.84,0,0.39,N,6
30,40500,RENT,5.4,MEDICAL,A,3500,5.4,0,0.09,N,11
46,62600,RENT,10.4,HOMEIMPROVEMENT,B,21800,5.4,0,0.35,N,2
26,52000,MORTGAGE,6.2,PERSONAL,A,14900,6.93,0,0.29,N,10
49,88900,MORTGAGE,6.1,DEBTCONSOLIDATION,B,36800,5.68,1,0.41,N,8
64,101800,RENT,9.5,DEBTCONSOLIDATION,B,30000,9.04,0,0.29,N,3
25,49500,OWN,4.1,VENTURE,B,15900,5.4,1,0.32,N,9
56,72100,RENT,2.7,MEDICAL,A,5300,5.4,0,0.07,N,6
46,80200,OWN,17.2,PERSONAL,A,45300,5.4,0,0.56,N,13
42,30600,MORTGAGE,11.5,DEBTCONSOLIDATION,B,11400,7.73,0,0.37,N,5
24,33100,RENT,3.7,HOMEIMPROVEMENT,A,5500,7.2,0,0.17,N,8
68,46300,RENT,15.4,HOMEIMPROVEMENT,C,2000,7.04,0,0.04,Y,2
43,189000,RENT,2.2,DEBTCONSOLIDATION,B,50000,7.57,0,0.26,N,5
42,61100,RENT,7.0,HOMEIMPROVEMENT,D,31100,9.0,0,0.51,N,15
51,67800,OTHER,7.7,MEDICAL,A,5000,5.4,0,0.07,N,13
30,69400,RENT,1.7,MEDICAL,B,21900,5.4,0,0.32,N,8
43,32600,RENT,1.7,MEDICAL,D,15200,8.58,1,0.47,N,16
29,66900,MORTGAGE,10.5,HOMEIMPROVEMENT,A,18800,6.53,0,0.28,N,8
55,60000,MORTGAGE,5.6,MEDICAL,A,3400,5.4,0,0.06,N,7
55,98300,RENT,1.6,MEDICAL,B,3600,7.82,0,0.04,Y,17
47,82100,RENT,7.0,MEDICAL,A,5300,5.4,0,0.06,N,6
39,47400,RENT,7.7,VENTURE,C,28900,6.46,0,0.61,N,11
64,56500,MORTGAGE,2.4,HOMEIMPROVEMENT,A,4900,5.46,0,0.09,N,6
25,73500,MORTGAGE,9.0,EDUCATION,A,42800,5.6,0,0.58,N,4
22,30300,OWN,6.0,MEDICAL,E,14600,9.08,0,0.48,Y,5
46,141000,MORTGAGE,11.7,MEDICAL,C,32600,7.7,0,0.23,Y,8
29,99200,RENT,2.4,DEBTCONSOLIDATION,D,50000,6.71,0,0.5,N,13
42,47600,RENT,5.3,EDUCATION,B,14700,6.15,1,0.31,N,14
70,88600,RENT,5.6,VENTURE,D,39700,9.25,0,0.45,N,2
34,82500,MORTGAGE,10.9,MEDICAL,B,30900,6.99,0,0.37,N,4
21,43700,OWN,1.4,EDUCATION,B,16000,7.05,1,0.37,N,2
26,163200,MORTGAGE,10.0,VENTURE,B,50000,5.81,0,0.31,N,4
43,88600,RENT,1.9,DEBTCONSOLIDATION,A,14400,8.61,0,0.16,N,8
62,122400,RENT,8.5,DEBTCONSOLIDATION,C,23900,8.23,0,0.2,Y,12
56,144100,MORTGAGE,7.9,PERSONAL,A,9700,5.4,0,0.07,N,2
49,38000,OWN,15.8,VENTURE,B,23100,6.72,0,0.61,N,11
35,78300,OWN,3.7,VENTURE,A,8700,5.71,0,0.11,N,3
63,92700,OWN,4.3,PERSONAL,C,20500,5.4,0,0.22,Y,8
47,59700,MORTGAGE,3.5,DEBTCONSOLIDATION,C,21000,6.67,0,0.35,Y,5
48,49800,RENT,12.5,DEBTCONSOLIDATION,B,14100,6.9,0,0.28,N,15
43,174100,MORTGAGE,4.9,PERSONAL,B,50000,6.9,0,0.29,N,5
50,117800,MORTGAGE,5.3,PERSONAL,B,50000,7.63,0,0.42,N,1
36,55100,RENT,2.0,DEBTCONSOLIDATION,F,31400,10.86,0,0.57,N,5
27,89100,RENT,4.7,HOMEIMPROVEMENT,D,33400,9.41,0,0.37,N,2
32,51100,RENT,5.6,DEBTCONSOLIDATION,C,19800,10.05,0,0.39,N,2
40,196400,MORTGAGE,5.8,VENTURE,B,50000,10.14,1,0.25,N,7
66,138300,RENT,6.6,DEBTCONSOLIDATION,E,50000,9.37,0,0.36,Y,6
36,57900,RENT,1.4,DEBTCONSOLIDATION,E,18400,9.2,0,0.32,Y,8
35,37900,MORTGAGE,1.6,DEBTCONSOLIDATION,B,9600,5.91,0,0.25,N,9
46,96100,MORTGAGE,2.9,MEDICAL,A,3700,6.16,0,0.04,N,6
63,92300,RENT,7.4,DEBTCONSOLIDATION,D,50000,10.15,1,0.54,N,3
25,63700,MORTGAGE,2.5,PERSONAL,A,10100,5.4,0,0.16,N,4
53,78500,RENT,15.4,DEBTCONSOLIDATION,A,40600,5.63,0,0.52,N,22
36,39000,RENT,2.7,VENTURE,C,20000,8.61,1,0.51,N,8
23,32700,MORTGAGE,2.7,PERSONAL,B,15200,8.7,0,0.46,N,2
49,139300,OTHER,2.8,EDUCATION,C,50000,7.29,0,0.36,N,3
48,31300,MORTGAGE,1.3,MEDICAL,E,13200,9.23,0,0.42,Y,7
50,101900,MORTGAGE,7.6,MEDICAL,D,47500,9.32,0,0.47,N,11
30,96900,RENT,1.8,DEBTCONSOLIDATION,D,35300,7.99,0,0.36,N,2
58,142500,RENT,7.1,EDUCATION,A,28100,5.96,0,0.2,N,10
42,159000,RENT,1.5,VENTURE,E,50000,8.61,1,0.31,Y,2
50,146100,RENT,8.1,VENTURE,B,20400,8.42,1,0.14,N,4
50,117100,RENT,7.3,DEBTCONSOLIDATION,C,50000,7.93,0,0.43,N,7
58,129700,RENT,3.9,DEBTCONSOLIDATION,C,50000,7.6,0,0.39,N,5
57,35900,RENT,7.1,VENTURE,A,1300,5.4,0,0.04,N,6
47,67600,RENT,6.9,EDUCATION,A,25700,6.43,0,0.38,N,11
63,23600,RENT,5.4,VENTURE,C,9100,6.06,0,0.39,N,6
31,52300,MORTGAGE,12.3,VENTURE,B,19400,5.4,0,0.37,N,5
62,33100,RENT,2.8,EDUCATION,B,9200,8.97,1,0.28,N,14
51,130500,RENT,4.2,EDUCATION,A,6900,5.82,0,0.05,Y,4
27,75800,RENT,10.3,VENTURE,D,40800,10.01,0,0.54,N,9
59,96300,MORTGAGE,8.0,EDUCATION,B,25600,8.7,1,0.27,Y,19
42,55900,RENT,10.3,DEBTCONSOLIDATION,A,5500,6.45,1,0.1,N,2
61,123200,RENT,3.0,VENTURE,C,50000,8.08,0,0.41,N,8
57,138900,MORTGAGE,1.9,DEBTCONSOLIDATION,B,50000,8.41,0,0.36,N,9
58,57100,RENT,4.2,HOMEIMPROVEMENT,C,26300,7.29,0,0.46,N,7
70,36400,MORTGAGE,1.8,HOMEIMPROVEMENT,B,2000,6.7,0,0.05,Y,7
56,45500,RENT,9.8,EDUCATION,C,22300,7.45,0,0.49,N,6
45,148700,MORTGAGE,5.8,MEDICAL,A,28300,5.4,0,0.19,N,3
65,53600,MORTGAGE,4.6,MEDICAL,B,15900,7.19,0,0.3,Y,7
27,48200,MORTGAGE,6.1,PERSONAL,B,21400,6.36,0,0.44,N,5
44,76100,RENT,12.3,HOMEIMPROVEMENT,C,48100,5.85,0,0.63,N,0
43,29400,RENT,8.8,HOMEIMPROVEMENT,C,13100,5.4,0,0.45,N,6
24,53500,OWN,4.5,DEBTCONSOLIDATION,C,32700,8.87,0,0.61,N,8
46,70200,RENT,6.0,VENTURE,F,38900,13.66,1,0.55,Y,5
69,112500,RENT,7.8,VENTURE,D,50000,8.46,0,0.44,N,2
28,145400,RENT,10.1,MEDICAL,C,11500,6.02,0,0.08,Y,1
23,46400,RENT,7.0,VENTURE,D,11200,8.79,0,0.24,Y,4
40,64500,MORTGAGE,3.4,PERSONAL,B,27200,8.02,0,0.42,N,9
52,162300,RENT,2.9,EDUCATION,B,30700,6.54,0,0.19,N,9
69,65800,MORTGAGE,2.1,EDUCATION,E,22800,11.49,1,0.35,Y,6
44,58600,RENT,19.7,VENTURE,A,5200,7.78,0,0.09,N,4
47,101700,RENT,3.8,MEDICAL,B,14400,5.4,1,0.14,N,4
30,79000,OWN,3.1,DEBTCONSOLIDATION,E,43400,10.91,1,0.55,N,5
56,59500,MORTGAGE,2.2,MEDICAL,A,9300,5.4,1,0.16,N,4
36,37900,RENT,9.2,DEBTCONSOLIDATION,A,2200,6.59,0,0.06,Y,11
30,53500,MORTGAGE,0.1,EDUCATION,D,29900,9.31,0,0.56,N,2
55,61600,RENT,9.3,DEBTCONSOLIDATION,B,13400,7.07,0,0.22,N,3
24,117000,RENT,2.4,PERSONAL,C,50000,8.49,0,0.43,N,4
34,79400,MORTGAGE,6.8,DEBTCONSOLIDATION,B,16900,6.19,1,0.21,N,2
30,54100,OWN,14.0,VENTURE,C,29400,8.0,0,0.54,N,9
69,82100,RENT,28.7,DEBTCONSOLIDATION,B,35100,6.2,0,0.43,N,2
31,111100,RENT,1.9,MEDICAL,C,31500,8.19,0,0.28,N,4
60,51000,OWN,1.1,EDUCATION,A,23600,5.4,0,0.46,N,21
47,48800,MORTGAGE,8.5,DEBTCONSOLIDATION,D,28500,9.02,0,0.58,N,1
39,55800,RENT,7.9,DEBTCONSOLIDATION,A,3100,5.4,0,0.06,N,12
42,88500,OWN,8.1,MEDICAL,B,29800,9.0,0,0.34,N,4
29,61500,MORTGAGE,2.2,HOMEIMPROVEMENT,D,35600,8.13,1,0.58,N,9
67,110100,OWN,4.9,HOMEIMPROVEMENT,A,15800,5.4,0,0.14,Y,12
47,51100,OWN,7.5,DEBTCONSOLIDATION,C,30100,8.06,0,0.59,N,8
70,29100,RENT,5.5,DEBTCONSOLIDATION,D,10800,8.84,1,0.37,N,2
32,63600,RENT,1.9,MEDICAL,E,20800,12.73,0,0.33,Y,6
22,52500,RENT,4.1,VENTURE,E,32100,9.67,1,0.61,N,6
48,149300,RENT,3.3,DEBTCONSOLIDATION,B,50000,5.4,0,0.33,N,15
29,44200,OWN,3.2,EDUCATION,C,21100,6.63,0,0.48,N,5
32,46600,OWN,4.2,DEBTCONSOLIDATION,A,7100,5.4,0,0.15,N,4
48,67700,OWN,27.2,EDUCATION,A,6200,7.59,0,0.09,N,4
56,75000,OWN,24.3,DEBTCONSOLIDATION,B,10000,5.4,0,0.13,Y,1
53,97800,OWN,7.1,PERSONAL,C,32500,6.22,0,0.33,Y,3
38,64000,OWN,5.4,PERSONAL,A,11600,6.41,0,0.18,N,4
56,109100,RENT,8.2,DEBTCONSOLIDATION,B,33500,7.23,0,0.31,N,13
21,57400,OTHER,3.2,VENTURE,D,17300,9.68,0,0.3,N,5
65,90900,RENT,11.1,DEBTCONSOLIDATION,C,21000,5.95,0,0.23,N,3
65,40700,RENT,4.6,MEDICAL,D,9000,10.51,1,0.22,Y,4
42,70400,OWN,8.2,MEDICAL,A,25800,6.72,0,0.37,N,12
35,154800,RENT,0.8,PERSONAL,B,50000,9.58,0,0.32,N,4
53,57600,OWN,8.7,EDUCATION,A,12000,6.95,0,0.21,N,5
55,94300,OTHER,4.8,DEBTCONSOLIDATION,C,37900,6.64,1,0.4,N,4
45,30300,MORTGAGE,2.1,EDUCATION,D,12100,10.37,0,0.4,Y,5
44,241400,OTHER,9.6,EDUCATION,C,50000,7.22,1,0.21,N,6
40,113100,OWN,4.9,VENTURE,C,31900,6.35,0,0.28,Y,2
39,45400,RENT,7.0,VENTURE,E,27300,9.48,0,0.6,N,4
32,26900,OWN,5.2,PERSONAL,B,15600,7.27,0,0.58,N,16
62,73000,RENT,7.8,VENTURE,B,14200,9.52,0,0.19,N,4
63,69300,RENT,2.2,DEBTCONSOLIDATION,E,33900,9.15,1,0.49,N,6
35,20100,MORTGAGE,13.0,DEBTCONSOLIDATION,B,2800,6.46,0,0.14,N,3
48,78000,MORTGAGE,6.1,MEDICAL,C,28400,8.62,0,0.36,N,17
23,41900,MORTGAGE,7.0,PERSONAL,C,25700,8.92,0,0.61,N,1
30,88800,OWN,3.6,PERSONAL,B,46700,6.03,1,0.53,N,10
59,87800,RENT,5.1,HOMEIMPROVEMENT,F,50000,13.05,1,0.57,Y,1
32,73600,MORTGAGE,6.3,EDUCATION,A,19000,7.46,0,0.26,N,8
22,73000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9900,6.36,0,0.14,N,6
51,66100,MORTGAGE,9.6,DEBTCONSOLIDATION,C,38500,9.03,0,0.58,N,20
69,76400,RENT,8.5,PERSONAL,B,4100,5.4,0,0.05,Y,1
62,62200,RENT,1.3,HOMEIMPROVEMENT,E,31500,9.88,1,0.51,N,11
31,101700,RENT,2.1,EDUCATION,E,50000,11.65,1,0.49,Y,5
28,46900,RENT,11.8,VENTURE,A,12000,5.56,1,0.26,N,7
34,34800,OTHER,6.5,MEDICAL,F,20200,11.57,1,0.58,Y,8
48,57300,RENT,6.3,HOMEIMPROVEMENT,B,19200,7.0,0,0.34,N,3
34,28400,OWN,3.2,DEBTCONSOLIDATION,D,8400,10.41,0,0.3,Y,5
55,180200,RENT,7.0,MEDICAL,B,50000,7.02,0,0.28,N,3
51,43000,RENT,3.1,DEBTCONSOLIDATION,C,11500,6.82,0,0.27,N,8
28,48900,RENT,6.7,DEBTCONSOLIDATION,C,14900,5.4,0,0.3,N,6
63,65800,RENT,8.1,DEBTCONSOLIDATION,D,34600,7.85,0,0.53,N,5
41,137000,MORTGAGE,9.8,MEDICAL,A,7600,5.5,0,0.06,N,7
46,46200,OWN,7.1,EDUCATION,A,16400,6.58,0,0.35,N,5
27,61300,OTHER,5.4,HOMEIMPROVEMENT,D,32200,9.29,1,0.53,N,4
24,49100,RENT,3.5,PERSONAL,F,21700,11.48,1,0.44,Y,7
34,84700,RENT,3.5,PERSONAL,D,50000,8.93,0,0.59,N,12
26,90200,RENT,1.8,MEDICAL,A,8400,6.28,0,0.09,N,4
25,36100,MORTGAGE,4.6,EDUCATION,B,12300,6.35,0,0.34,N,4
57,90400,OWN,10.1,DEBTCONSOLIDATION,B,42100,8.51,0,0.47,N,12
56,106500,MORTGAGE,6.2,MEDICAL,A,10100,5.83,0,0.09,N,7
45,50000,RENT,13.8,DEBTCONSOLIDATION,E,24600,8.95,0,0.49,Y,10
49,32500,RENT,7.3,PERSONAL,A,2800,6.32,0,0.09,N,8
69,71000,RENT,11.1,PERSONAL,C,33600,6.12,0,0.47,N,1
31,62300,RENT,2.4,DEBTCONSOLIDATION,E,23200,9.61,0,0.37,Y,9
40,80200,RENT,4.0,PERSONAL,E,50000,9.21,1,0.62,N,4
41,53500,MORTGAGE,6.7,VENTURE,A,3900,8.25,0,0.07,N,11
56,40500,MORTGAGE,5.5,EDUCATION,C,10600,7.27,0,0.26,N,4
41,107900,MORTGAGE,5.2,HOMEIMPROVEMENT,B,19800,5.4,0,0.18,Y,12
65,66600,RENT,8.3,EDUCATION,D,43200,9.18,0,0.65,N,10
70,110700,MORTGAGE,3.6,EDUCATION,A,10900,6.67,0,0.1,N,17
24,47000,MORTGAGE,6.8,EDUCATION,A,7800,5.4,1,0.17,Y,7
67,127600,MORTGAGE,4.7,DEBTCONSOLIDATION,B,39000,6.68,0,0.31,N,12
48,55500,MORTGAGE,1.1,HOMEIMPROVEMENT,B,19900,7.43,0,0.36,N,3
31,62400,RENT,3.9,MEDICAL,D,26100,9.45,1,0.42,N,9
29,57100,RENT,7.4,DEBTCONSOLIDATION,C,14100,7.91,0,0.25,N,5
41,146800,OWN,10.9,VENTURE,A,50000,5.4,0,0.34,N,3
60,132900,MORTGAGE,5.3,DEBTCONSOLIDATION,A,50000,7.92,0,0.38,N,6
22,34400,RENT,6.0,DEBTCONSOLIDATION,C,2200,7.58,1,0.06,Y,6
58,123900,RENT,5.4,MEDICAL,C,38700,5.98,0,0.31,Y,4
57,85200,MORTGAGE,8.2,HOMEIMPROVEMENT,B,27700,8.29,1,0.33,Y,6
58,84100,MORTGAGE,8.1,VENTURE,A,14300,6.41,0,0.17,N,10
68,37100,RENT,7.7,PERSONAL,E,21100,9.2,0,0.57,Y,6
65,50700,MORTGAGE,4.6,DEBTCONSOLIDATION,C,29600,8.34,0,0.58,N,4
50,112200,OWN,15.0,DEBTCONSOLIDATION,E,50000,8.62,1,0.45,Y,1
58,29900,OWN,3.6,HOMEIMPROVEMENT,A,3200,7.1,0,0.11,N,5
69,72200,RENT,1.3,DEBTCONSOLIDATION,D,21700,9.12,0,0.3,N,3
66,115300,MORTGAGE,5.4,PERSONAL,B,50000,6.75,0,0.43,N,14
35,79800,OWN,6.6,DEBTCONSOLIDATION,B,29000,9.98,0,0.36,N,2
54,73000,RENT,5.5,EDUCATION,F,26600,12.84,1,0.36,Y,8
45,49000,OWN,7.9,EDUCATION,A,7000,6.0,0,0.14,N,8
21,69400,OWN,5.0,PERSONAL,D,19600,7.79,0,0.28,Y,1
24,67800,MORTGAGE,1.4,HOMEIMPROVEMENT,C,36100,6.99,0,0.53,N,2
34,40100,RENT,3.2,MEDICAL,D,13700,9.24,1,0.34,Y,6
66,89600,RENT,11.1,MEDICAL,B,18800,5.4,0,0.21,N,4
35,59900,RENT,19.0,DEBTCONSOLIDATION,A,15000,5.45,0,0.25,N,10
33,69900,RENT,4.2,EDUCATION,E,38700,8.17,0,0.55,N,5
39,98500,MORTGAGE,10.6,VENTURE,C,50000,9.48,0,0.51,N,5
55,91800,MORTGAGE,3.0,VENTURE,B,20000,6.2,0,0.22,N,12
46,208500,OWN,4.0,DEBTCONSOLIDATION,B,50000,9.55,0,0.24,Y,4
40,124200,OTHER,5.7,DEBTCONSOLIDATION,B,21600,8.16,0,0.17,N,7
41,73400,MORTGAGE,5.1,HOMEIMPROVEMENT,D,21200,8.31,0,0.29,Y,4
64,74800,MORTGAGE,8.8,PERSONAL,B,29800,5.4,0,0.4,N,6
41,126200,RENT,2.2,VENTURE,D,50000,7.06,1,0.4,N,8
56,107800,MORTGAGE,6.3,DEBTCONSOLIDATION,B,47600,6.75,0,0.44,N,9
66,98600,MORTGAGE,8.2,DEBTCONSOLIDATION,C,21100,5.89,0,0.21,Y,6
36,32000,RENT,14.2,VENTURE,D,15100,8.66,1,0.47,N,2
29,50200,RENT,13.0,DEBTCONSOLIDATION,B,10800,5.92,1,0.22,Y,10
26,30200,MORTGAGE,6.5,MEDICAL,A,4600,5.4,0,0.15,N,2
41,85200,RENT,1.5,DEBTCONSOLIDATION,E,48400,8.62,0,0.57,N,3
51,136800,RENT,1.8,MEDICAL,C,22700,7.66,0,0.17,N,15
26,42400,RENT,3.0,VENTURE,A,4800,5.74,0,0.11,N,9
67,44900,RENT,6.9,EDUCATION,C,17700,9.74,1,0.39,N,9
30,116200,RENT,3.3,DEBTCONSOLIDATION,C,50000,5.4,0,0.43,N,9
34,83600,RENT,6.9,PERSONAL,D,48500,7.77,1,0.58,N,4
22,104300,MORTGAGE,6.0,PERSONAL,B,43700,6.49,0,0.42,N,6
31,71200,MORTGAGE,5.0,DEBTCONSOLIDATION,F,44300,10.31,1,0.62,Y,12
45,64100,MORTGAGE,8.2,DEBTCONSOLIDATION,C,41400,7.77,0,0.65,N,12
37,80200,RENT,5.3,DEBTCONSOLIDATION,C,36700,8.13,0,0.46,N,10
62,62700,RENT,2.9,EDUCATION,D,28200,8.2,0,0.45,N,9
40,99200,RENT,5.8,EDUCATION,B,32900,6.6,0,0.33,N,10
47,60100,MORTGAGE,5.2,MEDICAL,F,33200,10.77,0,0.55,Y,15
54,64200,OWN,2.0,MEDICAL,B,10300,5.4,0,0.16,N,5
66,149800,RENT,9.6,HOMEIMPROVEMENT,A,27600,5.4,0,0.18,N,18
37,59100,MORTGAGE,4.8,VENTURE,A,17000,5.75,0,0.29,N,13
61,96800,RENT,2.2,DEBTCONSOLIDATION,B,13400,6.5,1,0.14,N,13
48,93500,MORTGAGE,13.9,MEDICAL,C,50000,6.14,0,0.53,N,11
24,83300,RENT,1.6,EDUCATION,C,33300,9.38,0,0.4,N,8
21,60000,RENT,1.5,EDUCATION,A,7200,6.1,0,0.12,N,2
39,57900,MORTGAGE,3.6,MEDICAL,C,35700,8.1,1,0.62,N,4
63,144900,MORTGAGE,4.5,PERSONAL,A,14100,6.14,0,0.1,N,13
26,62300,MORTGAGE,3.3,DEBTCONSOLIDATION,C,13900,8.44,0,0.22,Y,10
66,68600,RENT,8.5,HOMEIMPROVEMENT,B,10300,6.08,0,0.15,Y,9
33,116500,MORTGAGE,1.0,DEBTCONSOLIDATION,B,16600,6.37,0,0.14,N,11
41,169200,MORTGAGE,15.1,DEBTCONSOLIDATION,A,6000,5.4,0,0.04,N,14
35,69100,RENT,13.0,PERSONAL,A,12000,5.52,0,0.17,Y,11
61,86500,MORTGAGE,4.0,MEDICAL,A,13600,7.3,0,0.16,N,4
65,63700,OWN,3.3,DEBTCONSOLIDATION,A,6800,6.17,0,0.11,N,9
56,124500,MORTGAGE,5.6,VENTURE,A,19400,7.89,0,0.16,N,12
60,38700,MORTGAGE,2.3,MEDICAL,C,19600,7.79,0,0.51,N,11
54,118000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,50000,6.15,0,0.42,N,3
55,30200,RENT,17.4,HOMEIMPROVEMENT,A,7100,5.4,0,0.24,N,6
37,114000,RENT,3.3,DEBTCONSOLIDATION,B,34600,7.91,0,0.3,N,5
60,80500,RENT,1.0,VENTURE,E,50000,10.63,0,0.62,N,3
55,95200,MORTGAGE,9.4,MEDICAL,B,26200,6.88,0,0.28,N,4
45,66700,MORTGAGE,1.8,HOMEIMPROVEMENT,C,28000,6.27,0,0.42,N,13
47,49800,MORTGAGE,4.6,DEBTCONSOLIDATION,A,2700,6.02,0,0.05,N,8
48,63100,OTHER,4.6,DEBTCONSOLIDATION,A,7300,7.02,0,0.12,N,9
45,60300,MORTGAGE,3.5,DEBTCONSOLIDATION,A,6000,7.45,0,0.1,N,5
42,149200,MORTGAGE,3.8,EDUCATION,B,50000,6.22,0,0.34,N,3
28,123300,OWN,12.0,VENTURE,C,50000,7.47,0,0.41,N,1
25,50100,OWN,9.0,PERSONAL,C,17100,6.89,0,0.34,Y,9
28,72400,RENT,5.5,DEBTCONSOLIDATION,D,27000,7.83,0,0.37,N,3
57,34500,OWN,2.3,MEDICAL,C,21400,11.19,0,0.62,N,16
51,122000,MORTGAGE,7.1,DEBTCONSOLIDATION,D,50000,7.2,1,0.41,Y,4
31,49800,RENT,11.1,MEDICAL,E,29900,9.3,0,0.6,N,15
66,98500,RENT,3.2,EDUCATION,A,9800,7.31,0,0.1,N,5
22,48400,MORTGAGE,5.4,EDUCATION,B,10700,5.4,0,0.22,Y,2
28,109900,RENT,6.6,HOMEIMPROVEMENT,A,8900,6.49,1,0.08,N,12
65,85600,MORTGAGE,10.5,EDUCATION,C,44000,7.23,0,0.51,N,4
53,67000,MORTGAGE,11.1,EDUCATION,A,10000,6.66,0,0.15,N,2
51,73500,MORTGAGE,10.1,EDUCATION,C,43700,9.15,0,0.59,N,10
66,102500,MORTGAGE,23.3,VENTURE,B,48900,9.17,1,0.48,N,9
50,65600,RENT,1.1,HOMEIMPROVEMENT,D,35700,10.32,0,0.54,N,6
64,73200,MORTGAGE,23.8,EDUCATION,A,26300,8.02,0,0.36,N,10
65,81300,OWN,5.0,DEBTCONSOLIDATION,C,46200,8.34,1,0.57,N,7
32,77400,OWN,10.3,PERSONAL,A,6300,7.13,0,0.08,N,4
61,189000,RENT,12.3,HOMEIMPROVEMENT,A,9900,6.28,0,0.05,N,11
39,64600,RENT,10.6,DEBTCONSOLIDATION,C,18100,6.89,0,0.28,N,2
25,50700,MORTGAGE,3.4,VENTURE,C,20600,5.43,0,0.41,N,9
41,41900,MORTGAGE,22.0,VENTURE,A,12100,7.07,0,0.29,N,3
57,91700,RENT,5.3,HOMEIMPROVEMENT,F,33800,10.39,0,0.37,Y,1
65,78000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,21200,7.42,0,0.27,N,1
69,77200,RENT,8.1,DEBTCONSOLIDATION,A,9900,5.8,0,0.13,N,13
49,108300,RENT,14.6,HOMEIMPROVEMENT,A,50000,8.65,0,0.46,N,3
55,49200,MORTGAGE,10.8,PERSONAL,A,7100,6.29,0,0.14,N,9
44,95300,MORTGAGE,2.9,VENTURE,B,21100,8.78,0,0.22,N,0
45,54600,RENT,5.1,HOMEIMPROVEMENT,C,34100,9.84,0,0.62,N,8
64,106400,RENT,6.3,EDUCATION,A,16900,6.61,0,0.16,N,7
28,46900,RENT,4.0,VENTURE,C,13100,7.04,0,0.28,N,6
58,59000,RENT,3.5,DEBTCONSOLIDATION,D,16200,7.82,0,0.27,N,3
52,70800,RENT,21.9,VENTURE,B,27300,6.73,0,0.39,N,3
58,35200,MORTGAGE,4.5,DEBTCONSOLIDATION,A,11200,6.56,0,0.32,N,3
37,120600,RENT,7.1,DEBTCONSOLIDATION,B,50000,7.75,0,0.41,N,3
54,139600,OWN,13.7,DEBTCONSOLIDATION,A,26800,6.19,0,0.19,N,8
31,100200,RENT,8.2,MEDICAL,B,50000,6.65,0,0.5,N,14
67,141000,MORTGAGE,3.8,PERSONAL,C,50000,8.85,1,0.35,N,6
46,55100,MORTGAGE,4.6,VENTURE,E,35700,10.31,0,0.65,N,11
40,57500,OWN,1.1,VENTURE,C,24400,7.74,0,0.42,N,17
37,73200,MORTGAGE,5.5,DEBTCONSOLIDATION,B,18900,5.81,0,0.26,N,11
22,119500,RENT,5.2,MEDICAL,F,50000,11.44,0,0.42,Y,2
35,62100,RENT,10.2,DEBTCONSOLIDATION,A,23000,8.28,0,0.37,N,2
60,87600,MORTGAGE,10.4,EDUCATION,B,47800,6.74,0,0.55,N,17
55,120100,RENT,4.8,DEBTCONSOLIDATION,A,6700,6.36,0,0.06,N,6
67,133200,OWN,3.2,VENTURE,E,32900,9.93,1,0.25,Y,4
39,51000,MORTGAGE,6.1,DEBTCONSOLIDATION,C,26900,5.4,0,0.53,N,5
49,52900,RENT,5.7,PERSONAL,B,8700,7.2,0,0.16,N,1
56,54200,OWN,9.5,DEBTCONSOLIDATION,A,9900,6.37,0,0.18,N,4
63,108300,MORTGAGE,8.0,EDUCATION,A,12100,6.89,0,0.11,Y,12
36,44100,OTHER,5.7,DEBTCONSOLIDATION,D,27300,9.14,0,0.62,N,1
35,57700,RENT,7.9,DEBTCONSOLIDATION,A,11700,5.4,0,0.2,N,14
63,109400,RENT,7.7,MEDICAL,D,50000,10.42,1,0.46,N,4
31,58900,RENT,9.5,PERSONAL,B,22700,7.76,0,0.39,N,15
34,145500,RENT,5.0,EDUCATION,D,50000,8.85,0,0.34,Y,4
43,45700,OWN,3.6,PERSONAL,B,9100,5.44,0,0.2,N,10
66,52200,RENT,10.0,PERSONAL,E,31700,10.75,1,0.61,Y,7
51,84500,MORTGAGE,6.7,DEBTCONSOLIDATION,C,35800,7.65,0,0.42,N,5
56,88800,OWN,13.1,PERSONAL,B,43000,5.7,0,0.48,N,5
66,92200,OWN,10.2,DEBTCONSOLIDATION,A,16900,5.4,0,0.18,N,7
56,67100,RENT,3.1,HOMEIMPROVEMENT,A,3300,7.05,0,0.05,N,4
63,100900,MORTGAGE,11.4,DEBTCONSOLIDATION,E,50000,10.55,0,0.5,Y,1
30,56700,MORTGAGE,10.3,DEBTCONSOLIDATION,B,26400,5.71,0,0.47,N,13
61,72100,MORTGAGE,7.1,EDUCATION,B,29900,7.88,0,0.41,N,4
51,61500,RENT,3.2,DEBTCONSOLIDATION,B,8200,5.66,0,0.13,N,5
45,100700,RENT,1.9,DEBTCONSOLIDATION,F,49600,10.99,1,0.49,Y,11
59,108100,MORTGAGE,3.9,VENTURE,B,47700,5.81,0,0.44,N,4
